Connecting to host 10.0.1.102, port 5201
[  5] local 10.0.1.101 port 49456 connected to 10.0.1.102 port 5201
[  5] 866.00-867.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 867.00-868.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.2 MBytes       
[  5] 868.00-869.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 869.00-870.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.2 MBytes       
[  5] 870.00-871.00 sec  15.6 MBytes   131 Mbits/sec    0   12.2 MBytes       
[  5] 871.00-872.00 sec  10.8 MBytes  90.3 Mbits/sec    0   12.2 MBytes       
[  5] 872.00-873.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 873.00-874.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.2 MBytes       
[  5] 874.00-875.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 875.00-876.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.2 MBytes       
[  5] 876.00-877.00 sec  16.1 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 877.00-878.00 sec  16.1 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 878.00-879.00 sec  10.6 MBytes  89.3 Mbits/sec    0   12.2 MBytes       
[  5] 879.00-880.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.2 MBytes       
[  5] 880.00-881.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 881.00-882.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 882.00-883.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 883.00-884.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 884.00-885.00 sec  16.2 MBytes   136 Mbits/sec    0   12.2 MBytes       
[  5] 885.00-886.00 sec  11.8 MBytes  98.5 Mbits/sec    0   12.2 MBytes       
[  5] 886.00-887.00 sec  14.2 MBytes   120 Mbits/sec    0   12.2 MBytes       
[  5] 887.00-888.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 888.00-889.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 889.00-890.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 890.00-891.00 sec  15.1 MBytes   127 Mbits/sec    0   12.2 MBytes       
[  5] 891.00-892.01 sec  11.0 MBytes  92.1 Mbits/sec    0   12.2 MBytes       
[  5] 892.01-893.00 sec  16.0 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 893.00-894.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 894.00-895.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 895.00-896.00 sec  10.6 MBytes  88.8 Mbits/sec    0   12.2 MBytes       
[  5] 896.00-897.00 sec  15.9 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 897.00-898.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 898.00-899.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 899.00-900.00 sec  12.2 MBytes   103 Mbits/sec    0   12.2 MBytes       
[  5] 900.00-901.00 sec  14.4 MBytes   121 Mbits/sec    0   12.2 MBytes       
[  5] 901.00-902.00 sec  16.2 MBytes   136 Mbits/sec    0   12.2 MBytes       
[  5] 902.00-903.00 sec  16.1 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 903.00-904.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 904.00-905.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 905.00-906.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 906.00-907.00 sec  16.2 MBytes   136 Mbits/sec    0   12.2 MBytes       
[  5] 907.00-908.00 sec  16.4 MBytes   137 Mbits/sec    0   12.2 MBytes       
[  5] 908.00-909.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 909.00-910.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.2 MBytes       
[  5] 910.00-911.00 sec  16.2 MBytes   136 Mbits/sec    0   12.2 MBytes       
[  5] 911.00-912.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 912.00-913.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 913.00-914.00 sec  16.0 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 914.00-915.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 915.00-916.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 916.00-917.00 sec  10.6 MBytes  89.1 Mbits/sec  669   8.02 MBytes       
[  5] 917.00-918.00 sec  17.8 MBytes   149 Mbits/sec    0   8.73 MBytes       
[  5] 918.00-919.00 sec  15.9 MBytes   133 Mbits/sec    0   9.20 MBytes       
[  5] 919.00-920.00 sec  10.8 MBytes  89.8 Mbits/sec    0   9.62 MBytes       
[  5] 920.00-921.00 sec  15.9 MBytes   134 Mbits/sec    0   10.0 MBytes       
[  5] 921.00-922.00 sec  10.8 MBytes  90.2 Mbits/sec    0   10.4 MBytes       
[  5] 922.00-923.00 sec  15.9 MBytes   133 Mbits/sec    0   10.8 MBytes       
[  5] 923.00-924.00 sec  16.1 MBytes   135 Mbits/sec    0   11.1 MBytes       
[  5] 924.00-925.00 sec  15.8 MBytes   132 Mbits/sec    0   11.3 MBytes       
[  5] 925.00-926.00 sec  10.6 MBytes  89.1 Mbits/sec    0   11.5 MBytes       
[  5] 926.00-927.00 sec  10.5 MBytes  88.0 Mbits/sec    0   11.7 MBytes       
[  5] 927.00-928.00 sec  15.9 MBytes   133 Mbits/sec    0   11.8 MBytes       
[  5] 928.00-929.00 sec  10.5 MBytes  88.1 Mbits/sec    0   11.9 MBytes       
[  5] 929.00-930.00 sec  15.9 MBytes   133 Mbits/sec    0   12.0 MBytes       
[  5] 930.00-931.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.1 MBytes       
[  5] 931.00-932.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.1 MBytes       
[  5] 932.00-933.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 933.00-934.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 934.00-935.00 sec  10.4 MBytes  87.1 Mbits/sec    0   12.2 MBytes       
[  5] 935.00-936.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.2 MBytes       
[  5] 936.00-937.00 sec  10.5 MBytes  87.8 Mbits/sec    0   12.2 MBytes       
[  5] 937.00-938.00 sec  10.6 MBytes  89.5 Mbits/sec    0   12.2 MBytes       
[  5] 938.00-939.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 939.00-940.00 sec  10.8 MBytes  90.1 Mbits/sec    0   12.2 MBytes       
[  5] 940.00-941.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.2 MBytes       
[  5] 941.00-942.00 sec  15.6 MBytes   131 Mbits/sec    0   12.2 MBytes       
[  5] 942.00-943.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 943.00-944.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 944.00-945.00 sec  10.4 MBytes  87.1 Mbits/sec    0   12.2 MBytes       
[  5] 945.00-946.00 sec  10.6 MBytes  89.0 Mbits/sec    0   12.2 MBytes       
[  5] 946.00-947.00 sec  15.6 MBytes   131 Mbits/sec    0   12.2 MBytes       
[  5] 947.00-948.00 sec  10.5 MBytes  87.8 Mbits/sec    0   12.2 MBytes       
[  5] 948.00-949.00 sec  15.8 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 949.00-950.00 sec  10.5 MBytes  87.8 Mbits/sec    0   12.2 MBytes       
[  5] 950.00-951.00 sec  10.5 MBytes  88.4 Mbits/sec    0   12.2 MBytes       
[  5] 951.00-952.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 952.00-953.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.2 MBytes       
[  5] 953.00-954.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 954.00-955.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 955.00-956.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 956.00-957.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 957.00-958.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 958.00-959.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 959.00-960.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 960.00-961.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 961.00-962.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 962.00-963.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 963.00-964.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 964.00-965.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 965.00-966.01 sec  10.8 MBytes  89.6 Mbits/sec    0   12.2 MBytes       
[  5] 966.01-967.00 sec  15.9 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 967.00-968.00 sec  10.5 MBytes  87.9 Mbits/sec    0   12.2 MBytes       
[  5] 968.00-969.00 sec  10.5 MBytes  88.3 Mbits/sec    0   12.2 MBytes       
[  5] 969.00-970.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 970.00-971.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 971.00-972.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 972.00-973.00 sec  10.8 MBytes  90.1 Mbits/sec    0   12.2 MBytes       
[  5] 973.00-974.00 sec  10.6 MBytes  88.9 Mbits/sec    0   12.2 MBytes       
[  5] 974.00-975.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 975.00-976.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.2 MBytes       
[  5] 976.00-977.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 977.00-978.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 978.00-979.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 979.00-980.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.2 MBytes       
[  5] 980.00-981.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 981.00-982.00 sec  15.8 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 982.00-983.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.2 MBytes       
[  5] 983.00-984.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.2 MBytes       
[  5] 984.00-985.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 985.00-986.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.2 MBytes       
[  5] 986.00-987.00 sec  10.5 MBytes  88.2 Mbits/sec    0   12.2 MBytes       
[  5] 987.00-988.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 988.00-989.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 989.00-990.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.2 MBytes       
[  5] 990.00-991.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 991.00-992.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.2 MBytes       
[  5] 992.00-993.00 sec  10.4 MBytes  86.9 Mbits/sec    0   12.2 MBytes       
[  5] 993.00-994.00 sec  16.9 MBytes   142 Mbits/sec    0   12.2 MBytes       
[  5] 994.00-995.01 sec  16.4 MBytes   137 Mbits/sec    0   12.2 MBytes       
[  5] 995.01-996.00 sec  10.6 MBytes  89.5 Mbits/sec    0   12.2 MBytes       
[  5] 996.00-997.00 sec  10.5 MBytes  87.8 Mbits/sec    0   12.2 MBytes       
[  5] 997.00-998.00 sec  15.8 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 998.00-999.00 sec  10.4 MBytes  86.7 Mbits/sec    0   12.2 MBytes       
[  5] 999.00-1000.00 sec  10.5 MBytes  88.4 Mbits/sec    0   12.2 MBytes       
[  5] 1000.00-1001.00 sec  15.6 MBytes   131 Mbits/sec    0   12.2 MBytes       
[  5] 1001.00-1002.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.2 MBytes       
[  5] 1002.00-1003.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1003.00-1004.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1004.00-1005.00 sec  10.8 MBytes  90.1 Mbits/sec    0   12.2 MBytes       
[  5] 1005.00-1006.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1006.00-1007.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1007.00-1008.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1008.00-1009.00 sec  10.5 MBytes  87.8 Mbits/sec    0   12.2 MBytes       
[  5] 1009.00-1010.00 sec  10.8 MBytes  90.4 Mbits/sec    0   12.2 MBytes       
[  5] 1010.00-1011.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 1011.00-1012.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1012.00-1013.00 sec  10.5 MBytes  87.9 Mbits/sec    0   12.2 MBytes       
[  5] 1013.00-1014.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1014.00-1015.01 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1015.01-1016.00 sec  10.5 MBytes  88.4 Mbits/sec    0   12.2 MBytes       
[  5] 1016.00-1017.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1017.00-1018.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1018.00-1019.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1019.00-1020.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.2 MBytes       
[  5] 1020.00-1021.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1021.00-1022.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1022.00-1023.01 sec  16.0 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1023.01-1024.00 sec  16.0 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 1024.00-1025.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1025.00-1026.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1026.00-1027.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1027.00-1028.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1028.00-1029.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1029.00-1030.00 sec  10.8 MBytes  90.1 Mbits/sec    0   12.2 MBytes       
[  5] 1030.00-1031.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1031.00-1032.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1032.00-1033.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1033.00-1034.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.2 MBytes       
[  5] 1034.00-1035.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1035.00-1036.00 sec  10.5 MBytes  87.9 Mbits/sec    0   12.2 MBytes       
[  5] 1036.00-1037.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1037.00-1038.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1038.00-1039.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.2 MBytes       
[  5] 1039.00-1040.00 sec  16.4 MBytes   137 Mbits/sec    0   12.2 MBytes       
[  5] 1040.00-1041.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1041.00-1042.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.2 MBytes       
[  5] 1042.00-1043.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1043.00-1044.00 sec  21.2 MBytes   178 Mbits/sec    0   12.2 MBytes       
[  5] 1044.00-1045.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1045.00-1046.00 sec  16.1 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 1046.00-1047.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1047.00-1048.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.2 MBytes       
[  5] 1048.00-1049.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1049.00-1050.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1050.00-1051.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1051.00-1052.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1052.00-1053.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1053.00-1054.00 sec  16.2 MBytes   136 Mbits/sec    0   12.2 MBytes       
[  5] 1054.00-1055.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1055.00-1056.00 sec  16.1 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 1056.00-1057.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1057.00-1058.00 sec  16.1 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 1058.00-1059.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1059.00-1060.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1060.00-1061.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1061.00-1062.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1062.00-1063.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1063.00-1064.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1064.00-1065.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1065.00-1066.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1066.00-1067.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1067.00-1068.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1068.00-1069.00 sec  21.2 MBytes   178 Mbits/sec    0   12.2 MBytes       
[  5] 1069.00-1070.00 sec  15.9 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1070.00-1071.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1071.00-1072.08 sec  10.6 MBytes  82.5 Mbits/sec    0   12.2 MBytes       
[  5] 1072.08-1073.00 sec  15.9 MBytes   145 Mbits/sec    0   12.2 MBytes       
[  5] 1073.00-1074.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1074.00-1075.00 sec  16.1 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 1075.00-1076.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1076.00-1077.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1077.00-1078.00 sec  16.2 MBytes   136 Mbits/sec    0   12.2 MBytes       
[  5] 1078.00-1079.00 sec  16.1 MBytes   135 Mbits/sec    0   12.2 MBytes       
[  5] 1079.00-1080.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1080.00-1081.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1081.00-1082.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1082.00-1083.00 sec  14.2 MBytes   120 Mbits/sec    0   12.2 MBytes       
[  5] 1083.00-1084.00 sec  10.9 MBytes  91.2 Mbits/sec    0   12.2 MBytes       
[  5] 1084.00-1085.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1085.00-1086.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1086.00-1087.00 sec  16.0 MBytes   134 Mbits/sec    0   12.2 MBytes       
[  5] 1087.00-1088.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1088.00-1089.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1089.00-1090.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1090.00-1091.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1091.00-1092.00 sec  15.9 MBytes   133 Mbits/sec    0   12.2 MBytes       
[  5] 1092.00-1093.00 sec  15.8 MBytes   132 Mbits/sec    0   12.2 MBytes       
[  5] 1093.00-1094.00 sec  17.0 MBytes   143 Mbits/sec    0   12.2 MBytes       
[  5] 1094.00-1095.00 sec  13.4 MBytes   112 Mbits/sec  2061   8.56 MBytes       
[  5] 1095.00-1096.00 sec  16.1 MBytes   135 Mbits/sec    0   8.81 MBytes       
[  5] 1096.00-1097.00 sec  16.1 MBytes   135 Mbits/sec    0   9.10 MBytes       
[  5] 1097.00-1098.00 sec  10.8 MBytes  90.2 Mbits/sec    0   9.36 MBytes       
[  5] 1098.00-1099.01 sec  15.9 MBytes   133 Mbits/sec    0   9.57 MBytes       
[  5] 1099.01-1100.00 sec  16.0 MBytes   135 Mbits/sec    0   9.77 MBytes       
[  5] 1100.00-1101.00 sec  16.1 MBytes   135 Mbits/sec    0   9.93 MBytes       
[  5] 1101.00-1102.00 sec  16.1 MBytes   135 Mbits/sec    0   10.1 MBytes       
[  5] 1102.00-1103.00 sec  11.0 MBytes  92.3 Mbits/sec    0   10.2 MBytes       
[  5] 1103.00-1104.00 sec  16.1 MBytes   135 Mbits/sec    0   10.2 MBytes       
[  5] 1104.00-1105.00 sec  16.4 MBytes   137 Mbits/sec    0   10.3 MBytes       
[  5] 1105.00-1106.00 sec  16.1 MBytes   135 Mbits/sec    0   10.3 MBytes       
[  5] 1106.00-1107.00 sec  16.1 MBytes   135 Mbits/sec    0   10.4 MBytes       
[  5] 1107.00-1108.00 sec  16.0 MBytes   134 Mbits/sec    0   10.4 MBytes       
[  5] 1108.00-1109.00 sec  16.1 MBytes   135 Mbits/sec    0   10.4 MBytes       
[  5] 1109.00-1110.00 sec  10.6 MBytes  89.1 Mbits/sec    0   10.4 MBytes       
[  5] 1110.00-1111.00 sec  16.0 MBytes   134 Mbits/sec    0   10.4 MBytes       
[  5] 1111.00-1112.00 sec  16.0 MBytes   134 Mbits/sec    0   10.4 MBytes       
[  5] 1112.00-1113.00 sec  16.0 MBytes   134 Mbits/sec    0   10.4 MBytes       
[  5] 1113.00-1114.00 sec  10.6 MBytes  88.9 Mbits/sec    0   10.4 MBytes       
[  5] 1114.00-1115.00 sec  16.1 MBytes   136 Mbits/sec    0   10.4 MBytes       
[  5] 1115.00-1116.00 sec  16.0 MBytes   134 Mbits/sec    0   10.5 MBytes       
[  5] 1116.00-1117.00 sec  16.0 MBytes   134 Mbits/sec    0   10.5 MBytes       
[  5] 1117.00-1118.00 sec  16.1 MBytes   135 Mbits/sec    0   10.6 MBytes       
[  5] 1118.00-1119.00 sec  16.0 MBytes   134 Mbits/sec    0   10.7 MBytes       
[  5] 1119.00-1120.00 sec  16.1 MBytes   135 Mbits/sec    0   10.9 MBytes       
[  5] 1120.00-1121.00 sec  15.9 MBytes   133 Mbits/sec    0   11.1 MBytes       
[  5] 1121.00-1122.00 sec  10.6 MBytes  89.1 Mbits/sec    0   11.3 MBytes       
[  5] 1122.00-1123.00 sec  15.9 MBytes   133 Mbits/sec    0   11.5 MBytes       
[  5] 1123.00-1124.00 sec  16.0 MBytes   134 Mbits/sec    0   11.8 MBytes       
[  5] 1124.00-1125.00 sec  15.9 MBytes   133 Mbits/sec    0   12.1 MBytes       
[  5] 1125.00-1126.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1126.00-1127.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1127.00-1128.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1128.00-1129.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1129.00-1130.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1130.00-1131.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1131.00-1132.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1132.00-1133.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1133.00-1134.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1134.00-1135.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1135.00-1136.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1136.00-1137.03 sec  16.0 MBytes   130 Mbits/sec    0   12.5 MBytes       
[  5] 1137.03-1138.00 sec  10.9 MBytes  94.3 Mbits/sec    0   12.5 MBytes       
[  5] 1138.00-1139.00 sec  16.2 MBytes   136 Mbits/sec    0   12.5 MBytes       
[  5] 1139.00-1140.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1140.00-1141.00 sec  16.2 MBytes   136 Mbits/sec    0   12.5 MBytes       
[  5] 1141.00-1142.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1142.00-1143.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1143.00-1144.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1144.00-1145.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1145.00-1146.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1146.00-1147.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1147.00-1148.00 sec  16.2 MBytes   136 Mbits/sec    0   12.5 MBytes       
[  5] 1148.00-1149.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1149.00-1150.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1150.00-1151.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1151.00-1152.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
